资产,来源,日期,合约内部编码,合约代码,收盘价,主力标志
10年国债主连,financial,2015-09-28,2006236,T1606,97.0500000000,
10年国债主连,financial,2015-09-29,2005983,T1512,97.2300000000,1.0000000000
10年国债主连,financial,2015-09-29,2005984,T1603,97.2250000000,
10年国债主连,financial,2015-09-29,2006236,T1606,97.3050000000,
10年国债主连,financial,2015-09-30,2005983,T1512,97.3150000000,1.0000000000
10年国债主连,financial,2015-09-30,2005984,T1603,97.2900000000,
10年国债主连,financial,2015-09-30,2006236,T1606,97.2550000000,
10年国债主连,financial,2015-10-08,2005983,T1512,97.2700000000,1.0000000000
10年国债主连,financial,2015-10-08,2005984,T1603,97.2650000000,
10年国债主连,financial,2015-10-08,2006236,T1606,97.3550000000,
10年国债主连,financial,2015-10-09,2005983,T1512,98.1300000000,1.0000000000
10年国债主连,financial,2015-10-09,2005984,T1603,98.1200000000,
10年国债主连,financial,2015-10-09,2006236,T1606,97.8000000000,
10年国债主连,financial,2015-10-12,2005983,T1512,98.1850000000,1.0000000000
10年国债主连,financial,2015-10-12,2005984,T1603,98.2000000000,
10年国债主连,financial,2015-10-12,2006236,T1606,98.2500000000,
10年国债主连,financial,2015-10-13,2005983,T1512,98.7200000000,1.0000000000
10年国债主连,financial,2015-10-13,2005984,T1603,98.7750000000,
10年国债主连,financial,2015-10-13,2006236,T1606,98.8550000000,
10年国债主连,financial,2015-10-14,2005983,T1512,98.7150000000,1.0000000000
10年国债主连,financial,2015-10-14,2005984,T1603,98.8200000000,
10年国债主连,financial,2015-10-14,2006236,T1606,98.8800000000,
10年国债主连,financial,2015-10-15,2005983,T1512,98.5300000000,1.0000000000
10年国债主连,financial,2015-10-15,2005984,T1603,98.5650000000,
10年国债主连,financial,2015-10-15,2006236,T1606,98.8200000000,
10年国债主连,financial,2015-10-16,2005983,T1512,98.0700000000,1.0000000000
10年国债主连,financial,2015-10-16,2005984,T1603,98.1600000000,
10年国债主连,financial,2015-10-16,2006236,T1606,98.3000000000,
10年国债主连,financial,2015-10-19,2005983,T1512,98.2200000000,1.0000000000
10年国债主连,financial,2015-10-19,2005984,T1603,98.2700000000,
10年国债主连,financial,2015-10-19,2006236,T1606,98.3100000000,
10年国债主连,financial,2015-10-20,2005983,T1512,99.1650000000,1.0000000000
10年国债主连,financial,2015-10-20,2005984,T1603,99.1400000000,
10年国债主连,financial,2015-10-20,2006236,T1606,99.1050000000,
10年国债主连,financial,2015-10-21,2005983,T1512,98.8850000000,1.0000000000
10年国债主连,financial,2015-10-21,2005984,T1603,98.8950000000,
10年国债主连,financial,2015-10-21,2006236,T1606,98.8950000000,
10年国债主连,financial,2015-10-22,2005983,T1512,99.2900000000,1.0000000000
10年国债主连,financial,2015-10-22,2005984,T1603,99.2650000000,
10年国债主连,financial,2015-10-22,2006236,T1606,99.2000000000,
10年国债主连,financial,2015-10-23,2005983,T1512,98.9550000000,1.0000000000
10年国债主连,financial,2015-10-23,2005984,T1603,98.9900000000,
10年国债主连,financial,2015-10-23,2006236,T1606,99.1000000000,
10年国债主连,financial,2015-10-26,2005983,T1512,99.2450000000,1.0000000000
10年国债主连,financial,2015-10-26,2005984,T1603,99.2850000000,
10年国债主连,financial,2015-10-26,2006236,T1606,99.3400000000,
10年国债主连,financial,2015-10-27,2005983,T1512,99.7650000000,1.0000000000
10年国债主连,financial,2015-10-27,2005984,T1603,99.7500000000,
10年国债主连,financial,2015-10-27,2006236,T1606,99.7800000000,
10年国债主连,financial,2015-10-28,2005983,T1512,99.3900000000,1.0000000000
10年国债主连,financial,2015-10-28,2005984,T1603,99.3900000000,
10年国债主连,financial,2015-10-28,2006236,T1606,99.4600000000,
10年国债主连,financial,2015-10-29,2005983,T1512,98.6850000000,1.0000000000
10年国债主连,financial,2015-10-29,2005984,T1603,98.7500000000,
10年国债主连,financial,2015-10-29,2006236,T1606,98.8750000000,
10年国债主连,financial,2015-10-30,2005983,T1512,98.8300000000,1.0000000000
10年国债主连,financial,2015-10-30,2005984,T1603,98.8500000000,
10年国债主连,financial,2015-10-30,2006236,T1606,99.0050000000,
10年国债主连,financial,2015-11-02,2005983,T1512,98.8050000000,1.0000000000
10年国债主连,financial,2015-11-02,2005984,T1603,98.8850000000,
10年国债主连,financial,2015-11-02,2006236,T1606,98.9700000000,
10年国债主连,financial,2015-11-03,2005983,T1512,98.6000000000,1.0000000000
10年国债主连,financial,2015-11-03,2005984,T1603,98.6300000000,
10年国债主连,financial,2015-11-03,2006236,T1606,98.6800000000,
10年国债主连,financial,2015-11-04,2005983,T1512,98.3550000000,1.0000000000
10年国债主连,financial,2015-11-04,2005984,T1603,98.3650000000,
10年国债主连,financial,2015-11-04,2006236,T1606,98.3050000000,
10年国债主连,financial,2015-11-05,2005983,T1512,98.6650000000,1.0000000000
10年国债主连,financial,2015-11-05,2005984,T1603,98.6200000000,
10年国债主连,financial,2015-11-05,2006236,T1606,98.6650000000,
10年国债主连,financial,2015-11-06,2005983,T1512,98.2550000000,1.0000000000
10年国债主连,financial,2015-11-06,2005984,T1603,98.2250000000,
10年国债主连,financial,2015-11-06,2006236,T1606,98.2600000000,
10年国债主连,financial,2015-11-09,2005983,T1512,97.2900000000,1.0000000000
10年国债主连,financial,2015-11-09,2005984,T1603,97.3300000000,
10年国债主连,financial,2015-11-09,2006236,T1606,97.4100000000,
10年国债主连,financial,2015-11-10,2005983,T1512,97.6600000000,1.0000000000
10年国债主连,financial,2015-11-10,2005984,T1603,97.6400000000,
10年国债主连,financial,2015-11-10,2006236,T1606,97.7100000000,
10年国债主连,financial,2015-11-11,2005983,T1512,98.1750000000,1.0000000000
10年国债主连,financial,2015-11-11,2005984,T1603,98.1800000000,
10年国债主连,financial,2015-11-11,2006236,T1606,98.1800000000,
10年国债主连,financial,2015-11-12,2005983,T1512,98.0850000000,1.0000000000
10年国债主连,financial,2015-11-12,2005984,T1603,98.0500000000,
10年国债主连,financial,2015-11-12,2006236,T1606,98.0300000000,
10年国债主连,financial,2015-11-13,2005983,T1512,97.9400000000,
10年国债主连,financial,2015-11-13,2005984,T1603,97.8850000000,1.0000000000
10年国债主连,financial,2015-11-13,2006236,T1606,98.0300000000,
10年国债主连,financial,2015-11-16,2005983,T1512,98.3400000000,
10年国债主连,financial,2015-11-16,2005984,T1603,98.0600000000,1.0000000000
10年国债主连,financial,2015-11-16,2006236,T1606,98.1300000000,
10年国债主连,financial,2015-11-17,2005983,T1512,98.5200000000,
10年国债主连,financial,2015-11-17,2005984,T1603,98.1300000000,1.0000000000
10年国债主连,financial,2015-11-17,2006236,T1606,98.1300000000,
10年国债主连,financial,2015-11-18,2005983,T1512,97.9750000000,
10年国债主连,financial,2015-11-18,2005984,T1603,97.6250000000,1.0000000000
10年国债主连,financial,2015-11-18,2006236,T1606,97.6700000000,
10年国债主连,financial,2015-11-19,2005983,T1512,98.2100000000,
10年国债主连,financial,2015-11-19,2005984,T1603,97.7050000000,1.0000000000
10年国债主连,financial,2015-11-19,2006236,T1606,97.8000000000,
10年国债主连,financial,2015-11-20,2005983,T1512,98.6300000000,
10年国债主连,financial,2015-11-20,2005984,T1603,98.2350000000,1.0000000000
10年国债主连,financial,2015-11-20,2006236,T1606,98.2500000000,
10年国债主连,financial,2015-11-23,2005983,T1512,98.5000000000,
10年国债主连,financial,2015-11-23,2005984,T1603,98.0450000000,1.0000000000
10年国债主连,financial,2015-11-23,2006236,T1606,97.9900000000,
10年国债主连,financial,2015-11-24,2005983,T1512,98.9150000000,
10年国债主连,financial,2015-11-24,2005984,T1603,98.5100000000,1.0000000000
10年国债主连,financial,2015-11-24,2006236,T1606,98.4750000000,
10年国债主连,financial,2015-11-25,2005983,T1512,98.9900000000,
10年国债主连,financial,2015-11-25,2005984,T1603,98.5900000000,1.0000000000
10年国债主连,financial,2015-11-25,2006236,T1606,98.5500000000,
10年国债主连,financial,2015-11-26,2005983,T1512,99.2750000000,
10年国债主连,financial,2015-11-26,2005984,T1603,98.9400000000,1.0000000000
10年国债主连,financial,2015-11-26,2006236,T1606,98.8500000000,
10年国债主连,financial,2015-11-27,2005983,T1512,99.1600000000,
10年国债主连,financial,2015-11-27,2005984,T1603,98.6950000000,1.0000000000
10年国债主连,financial,2015-11-27,2006236,T1606,98.5850000000,
10年国债主连,financial,2015-11-30,2005983,T1512,99.3500000000,
10年国债主连,financial,2015-11-30,2005984,T1603,99.0150000000,1.0000000000
10年国债主连,financial,2015-11-30,2006236,T1606,98.9500000000,
10年国债主连,financial,2015-12-01,2005983,T1512,99.2500000000,
10年国债主连,financial,2015-12-01,2005984,T1603,98.7500000000,1.0000000000
10年国债主连,financial,2015-12-01,2006236,T1606,98.6700000000,
10年国债主连,financial,2015-12-02,2005983,T1512,98.9400000000,
10年国债主连,financial,2015-12-02,2005984,T1603,98.8300000000,1.0000000000
10年国债主连,financial,2015-12-02,2006236,T1606,98.7400000000,
10年国债主连,financial,2015-12-03,2005983,T1512,98.9400000000,
10年国债主连,financial,2015-12-03,2005984,T1603,98.9650000000,1.0000000000
10年国债主连,financial,2015-12-03,2006236,T1606,98.8800000000,
10年国债主连,financial,2015-12-04,2005983,T1512,98.9400000000,
10年国债主连,financial,2015-12-04,2005984,T1603,98.8600000000,1.0000000000
10年国债主连,financial,2015-12-04,2006236,T1606,98.7650000000,
10年国债主连,financial,2015-12-07,2005983,T1512,99.2000000000,
10年国债主连,financial,2015-12-07,2005984,T1603,98.9500000000,1.0000000000
10年国债主连,financial,2015-12-07,2006236,T1606,98.8750000000,
10年国债主连,financial,2015-12-08,2005983,T1512,99.2000000000,
10年国债主连,financial,2015-12-08,2005984,T1603,99.1950000000,1.0000000000
10年国债主连,financial,2015-12-08,2006236,T1606,99.1050000000,
10年国债主连,financial,2015-12-09,2005983,T1512,99.2000000000,
10年国债主连,financial,2015-12-09,2005984,T1603,99.1700000000,1.0000000000
10年国债主连,financial,2015-12-09,2006236,T1606,99.0500000000,
10年国债主连,financial,2015-12-10,2005983,T1512,99.2000000000,
10年国债主连,financial,2015-12-10,2005984,T1603,99.1050000000,1.0000000000
10年国债主连,financial,2015-12-10,2006236,T1606,99.0150000000,
10年国债主连,financial,2015-12-11,2005983,T1512,99.2000000000,
10年国债主连,financial,2015-12-11,2005984,T1603,99.3700000000,1.0000000000
10年国债主连,financial,2015-12-11,2006236,T1606,99.1950000000,
10年国债主连,financial,2015-12-14,2005984,T1603,98.8700000000,1.0000000000
10年国债主连,financial,2015-12-14,2006236,T1606,98.7750000000,
10年国债主连,financial,2015-12-14,2006418,T1609,98.9100000000,
10年国债主连,financial,2015-12-15,2005984,T1603,99.0850000000,1.0000000000
10年国债主连,financial,2015-12-15,2006236,T1606,98.9900000000,
10年国债主连,financial,2015-12-15,2006418,T1609,99.0500000000,
10年国债主连,financial,2015-12-16,2005984,T1603,99.1600000000,1.0000000000
10年国债主连,financial,2015-12-16,2006236,T1606,99.0250000000,
10年国债主连,financial,2015-12-16,2006418,T1609,99.0150000000,
10年国债主连,financial,2015-12-17,2005984,T1603,99.1500000000,1.0000000000
10年国债主连,financial,2015-12-17,2006236,T1606,99.0300000000,
10年国债主连,financial,2015-12-17,2006418,T1609,99.0200000000,
10年国债主连,financial,2015-12-18,2005984,T1603,99.5600000000,1.0000000000
10年国债主连,financial,2015-12-18,2006236,T1606,99.4450000000,
10年国债主连,financial,2015-12-18,2006418,T1609,99.4300000000,
10年国债主连,financial,2015-12-21,2005984,T1603,99.8050000000,1.0000000000
10年国债主连,financial,2015-12-21,2006236,T1606,99.7300000000,
10年国债主连,financial,2015-12-21,2006418,T1609,99.6650000000,
10年国债主连,financial,2015-12-22,2005984,T1603,99.9050000000,1.0000000000
10年国债主连,financial,2015-12-22,2006236,T1606,99.7650000000,
10年国债主连,financial,2015-12-22,2006418,T1609,99.7150000000,
10年国债主连,financial,2015-12-23,2005984,T1603,99.9800000000,1.0000000000
10年国债主连,financial,2015-12-23,2006236,T1606,99.8650000000,
10年国债主连,financial,2015-12-23,2006418,T1609,99.8300000000,
10年国债主连,financial,2015-12-24,2005984,T1603,100.2800000000,1.0000000000
10年国债主连,financial,2015-12-24,2006236,T1606,100.1450000000,
10年国债主连,financial,2015-12-24,2006418,T1609,100.0600000000,
10年国债主连,financial,2015-12-25,2005984,T1603,100.2600000000,1.0000000000
10年国债主连,financial,2015-12-25,2006236,T1606,100.1100000000,
10年国债主连,financial,2015-12-25,2006418,T1609,100.0500000000,
10年国债主连,financial,2015-12-28,2005984,T1603,100.4800000000,1.0000000000
10年国债主连,financial,2015-12-28,2006236,T1606,100.3200000000,
10年国债主连,financial,2015-12-28,2006418,T1609,100.3000000000,
10年国债主连,financial,2015-12-29,2005984,T1603,100.2300000000,1.0000000000
10年国债主连,financial,2015-12-29,2006236,T1606,100.0850000000,
10年国债主连,financial,2015-12-29,2006418,T1609,100.1150000000,
10年国债主连,financial,2015-12-30,2005984,T1603,100.1500000000,1.0000000000
10年国债主连,financial,2015-12-30,2006236,T1606,100.0000000000,
10年国债主连,financial,2015-12-30,2006418,T1609,100.0000000000,
10年国债主连,financial,2015-12-31,2005984,T1603,100.0350000000,1.0000000000
10年国债主连,financial,2015-12-31,2006236,T1606,99.8900000000,
10年国债主连,financial,2015-12-31,2006418,T1609,99.9000000000,
10年国债主连,financial,2016-01-04,2005984,T1603,99.8650000000,1.0000000000
10年国债主连,financial,2016-01-04,2006236,T1606,99.6800000000,
10年国债主连,financial,2016-01-04,2006418,T1609,99.6900000000,
10年国债主连,financial,2016-01-05,2005984,T1603,99.5950000000,1.0000000000
10年国债主连,financial,2016-01-05,2006236,T1606,99.4750000000,
10年国债主连,financial,2016-01-05,2006418,T1609,99.4200000000,
10年国债主连,financial,2016-01-06,2005984,T1603,100.0200000000,1.0000000000
10年国债主连,financial,2016-01-06,2006236,T1606,99.8800000000,
10年国债主连,financial,2016-01-06,2006418,T1609,99.8600000000,
10年国债主连,financial,2016-01-07,2005984,T1603,99.8650000000,1.0000000000
10年国债主连,financial,2016-01-07,2006236,T1606,99.7400000000,
10年国债主连,financial,2016-01-07,2006418,T1609,99.6100000000,
10年国债主连,financial,2016-01-08,2005984,T1603,100.2400000000,1.0000000000
10年国债主连,financial,2016-01-08,2006236,T1606,100.0650000000,
10年国债主连,financial,2016-01-08,2006418,T1609,99.9700000000,
10年国债主连,financial,2016-01-11,2005984,T1603,100.2300000000,1.0000000000
10年国债主连,financial,2016-01-11,2006236,T1606,100.0350000000,
10年国债主连,financial,2016-01-11,2006418,T1609,100.0250000000,
10年国债主连,financial,2016-01-12,2005984,T1603,100.6200000000,1.0000000000
10年国债主连,financial,2016-01-12,2006236,T1606,100.3350000000,
10年国债主连,financial,2016-01-12,2006418,T1609,100.2600000000,
10年国债主连,financial,2016-01-13,2005984,T1603,100.8200000000,1.0000000000
10年国债主连,financial,2016-01-13,2006236,T1606,100.5200000000,
10年国债主连,financial,2016-01-13,2006418,T1609,100.3000000000,
10年国债主连,financial,2016-01-14,2005984,T1603,100.4450000000,1.0000000000
10年国债主连,financial,2016-01-14,2006236,T1606,100.1800000000,
10年国债主连,financial,2016-01-14,2006418,T1609,100.0200000000,
10年国债主连,financial,2016-01-15,2005984,T1603,100.6450000000,1.0000000000
10年国债主连,financial,2016-01-15,2006236,T1606,100.2850000000,
10年国债主连,financial,2016-01-15,2006418,T1609,100.1250000000,
10年国债主连,financial,2016-01-18,2005984,T1603,100.2850000000,1.0000000000
10年国债主连,financial,2016-01-18,2006236,T1606,99.9600000000,
10年国债主连,financial,2016-01-18,2006418,T1609,99.8000000000,
10年国债主连,financial,2016-01-19,2005984,T1603,100.1300000000,1.0000000000
10年国债主连,financial,2016-01-19,2006236,T1606,99.7700000000,
10年国债主连,financial,2016-01-19,2006418,T1609,99.7100000000,
10年国债主连,financial,2016-01-20,2005984,T1603,100.2700000000,1.0000000000
10年国债主连,financial,2016-01-20,2006236,T1606,99.8400000000,
10年国债主连,financial,2016-01-20,2006418,T1609,99.6750000000,
